Credit_Limit;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Revolving_Bal;Total_Trans_Amt;Total_Trans_Ct;Avg_Utilization_Ratio
5012;50;F;1;Graduate;Single;Less than $40K;Blue;36;2242;1142;28;0.447
2569;38;F;4;Uneducated;Single;Less than $40K;Blue;30;1605;1190;46;0.625
3471;53;F;1;Graduate;Single;Less than $40K;Blue;45;1785;1052;24;0.514
34516;43;M;5;Graduate;Divorced;$120K +;Silver;31;1699;1628;38;0.049
3312;53;M;1;High School;Married;$120K +;Blue;36;1844;1740;32;0.557
2578;56;F;1;Graduate;Married;Less than $40K;Blue;38;2462;1378;29;0.955
2902;54;M;2;Unknown;Married;$40K - $60K;Blue;44;2517;996;26;0.867
2742;57;F;3;High School;Married;Less than $40K;Blue;39;2321;1389;32;0.846
2077;62;M;1;High School;Married;Less than $40K;Blue;53;1571;1365;38;0.756
6265;46;F;4;Graduate;Single;Less than $40K;Blue;40;1942;1715;43;0.31
7819;49;M;2;Uneducated;Married;$60K - $80K;Blue;44;1560;1582;25;0.2
2731;52;M;3;Graduate;Single;$80K - $120K;Blue;42;1692;1220;22;0.62
1438.3;58;M;1;Uneducated;Married;$40K - $60K;Blue;36;537;715;13;0.373
16286;54;M;0;High School;Married;$80K - $120K;Blue;36;1710;2552;49;0.105
34516;49;M;1;Graduate;Married;$120K +;Blue;39;0;1106;31;0
2609;58;F;3;High School;Married;Less than $40K;Blue;47;2439;1731;34;0.935
7567;52;M;2;High School;Single;$60K - $80K;Blue;45;1173;1435;32;0.155
22770;41;M;5;High School;Married;$60K - $80K;Blue;33;2517;1882;38;0.111
3791;62;F;0;Uneducated;Married;Less than $40K;Blue;50;1648;2058;34;0.435
2702;54;M;2;Graduate;Married;Less than $40K;Blue;39;2517;1658;32;0.932
2555;40;F;3;High School;Divorced;Less than $40K;Blue;35;2117;1334;32;0.829
2355;43;M;3;Graduate;Married;$80K - $120K;Blue;26;1090;1441;29;0.463
5332;53;F;2;Graduate;Single;$40K - $60K;Blue;42;0;1371;39;0
1443;55;M;1;Uneducated;Single;$40K - $60K;Blue;49;1375;1991;38;0.953
10741;46;M;4;Graduate;Single;$60K - $80K;Blue;39;755;1278;22;0.07
7984;41;M;1;Uneducated;Married;$60K - $80K;Blue;25;1503;1734;39;0.188
18584;49;M;3;Uneducated;Single;$60K - $80K;Blue;32;2517;1330;34;0.135
5585;61;F;0;Graduate;Married;Unknown;Blue;56;1465;1787;31;0.262
34516;46;M;2;Uneducated;Married;$80K - $120K;Blue;38;2165;1672;32;0.063
1438.3;50;F;1;Uneducated;Married;Less than $40K;Blue;43;0;1439;41;0
2478;40;M;2;Graduate;Single;$80K - $120K;Blue;24;2031;1558;31;0.82
34516;51;M;4;High School;Single;$120K +;Blue;46;2274;1795;47;0.066
2339;50;F;2;Graduate;Married;$40K - $60K;Blue;44;1440;893;22;0.616
2726;47;F;2;Graduate;Married;Less than $40K;Blue;36;0;1099;27;0
14881;43;M;4;Unknown;Married;$120K +;Blue;39;848;1408;23;0.057
1628;36;F;4;Graduate;Married;$40K - $60K;Blue;36;969;1893;15;0.595
3156;47;F;2;Graduate;Married;Less than $40K;Blue;34;1644;1151;31;0.521
4745;46;F;2;Graduate;Single;Less than $40K;Blue;41;1270;1519;31;0.268
19727;46;M;2;High School;Married;$120K +;Blue;36;1785;1245;25;0.09
22720;52;M;0;Uneducated;Married;$60K - $80K;Blue;36;793;1102;27;0.035
8129;43;M;4;Unknown;Married;$40K - $60K;Blue;36;1799;1402;33;0.221
3751;40;F;4;Graduate;Single;Less than $40K;Blue;27;1521;1060;30;0.405
1594;54;F;4;High School;Married;Less than $40K;Blue;36;1411;1459;35;0.885
2569;55;F;1;High School;Single;Less than $40K;Blue;43;1403;1456;39;0.546
18206;49;F;4;Post-Graduate;Single;Unknown;Blue;44;1586;1439;48;0.087
3104;45;M;4;High School;Married;$40K - $60K;Blue;34;1766;1353;24;0.569
2406;49;M;3;Graduate;Married;$40K - $60K;Blue;41;1560;1173;32;0.648
24571;63;M;1;Uneducated;Married;$80K - $120K;Blue;36;1955;1746;28;0.08
15534;40;F;3;High School;Single;Less than $40K;Gold;36;726;1279;28;0.047
12301;41;F;2;Graduate;Married;Less than $40K;Silver;33;2250;1307;29;0.183
2846;37;M;4;Graduate;Married;$80K - $120K;Blue;26;1818;1473;37;0.639
9788;58;M;2;Uneducated;Unknown;$120K +;Blue;49;1794;1805;37;0.183
7231;55;M;2;High School;Married;$60K - $80K;Blue;36;2381;1421;23;0.329
2324;53;F;1;High School;Married;Less than $40K;Blue;48;1576;1272;37;0.678
12208;57;M;2;Graduate;Married;$80K - $120K;Blue;40;1980;1409;34;0.162
5639;43;M;4;Post-Graduate;Unknown;$80K - $120K;Blue;30;1547;647;15;0.274
10021;58;M;1;Graduate;Married;$60K - $80K;Blue;46;1617;1275;25;0.161
2215;64;M;0;Unknown;Married;Less than $40K;Blue;56;1915;1270;27;0.865
2027;54;F;2;Graduate;Married;Less than $40K;Blue;44;1480;1702;37;0.73
6363;53;M;2;Graduate;Married;$60K - $80K;Blue;47;1162;1256;26;0.183
3920;39;F;3;College;Single;Less than $40K;Blue;25;2008;3178;53;0.512
9226;56;M;3;High School;Married;$60K - $80K;Blue;36;1233;1626;29;0.134
9376;54;F;4;Unknown;Divorced;Less than $40K;Blue;49;1288;1562;33;0.137
1944;59;F;1;Post-Graduate;Married;$40K - $60K;Blue;46;1346;1960;57;0.692
9599;42;M;3;Uneducated;Single;$40K - $60K;Blue;36;1554;1154;38;0.162
28202;42;M;4;Graduate;Married;$60K - $80K;Silver;28;843;1629;38;0.03
24850;43;M;3;College;Unknown;$80K - $120K;Blue;39;1662;1226;25;0.067
3805;55;M;0;High School;Married;$120K +;Blue;49;2233;1743;27;0.587
2733;52;M;1;Uneducated;Single;$80K - $120K;Blue;37;1306;1139;39;0.478
12781;46;M;1;Uneducated;Unknown;$40K - $60K;Blue;27;1253;1073;21;0.098
3106;57;M;2;Uneducated;Married;$120K +;Blue;40;1120;683;17;0.361
7477;48;M;3;College;Married;$80K - $120K;Blue;42;0;1159;32;0
34516;45;M;4;Unknown;Married;$120K +;Blue;33;2086;1859;47;0.06
29963;48;M;2;High School;Married;$120K +;Blue;36;2094;1205;28;0.07
6509;47;M;1;Graduate;Single;$40K - $60K;Blue;36;2033;1409;37;0.312
13450;42;M;3;College;Married;$60K - $80K;Blue;34;0;1000;18;0
27000;41;M;2;Graduate;Unknown;$60K - $80K;Silver;36;0;1209;39;0
34516;51;M;4;College;Married;$120K +;Silver;31;1254;1366;25;0.036
6347;55;F;2;Graduate;Single;Less than $40K;Blue;47;0;1161;44;0
3106;67;M;1;Uneducated;Married;$40K - $60K;Blue;49;1675;1512;38;0.539
2536;39;M;1;Graduate;Married;$60K - $80K;Blue;31;913;1750;35;0.36
13048;54;M;3;Post-Graduate;Single;$60K - $80K;Blue;35;1954;1170;24;0.15
2453;55;F;2;Unknown;Married;Less than $40K;Blue;37;968;2218;50;0.395
16138;47;M;3;High School;Married;$40K - $60K;Silver;36;1249;1198;33;0.077
8077;49;M;2;Post-Graduate;Married;$60K - $80K;Blue;38;1965;1329;26;0.243
1929;42;F;2;Graduate;Married;Less than $40K;Blue;23;1673;857;36;0.867
3127;57;M;2;Unknown;Single;$80K - $120K;Blue;36;2517;1470;30;0.805
8645;44;M;5;Uneducated;Married;$60K - $80K;Blue;36;1454;1435;25;0.168
1438.3;56;M;3;Unknown;Single;$60K - $80K;Blue;49;0;1093;22;0
2185;49;F;3;Graduate;Married;Less than $40K;Blue;38;0;715;20;0
24487;45;M;3;Graduate;Single;$80K - $120K;Blue;32;2517;1512;42;0.103
2567;63;M;0;High School;Married;$60K - $80K;Blue;36;0;2399;43;0
4131;44;M;3;Graduate;Single;$80K - $120K;Blue;33;785;906;22;0.19
10790;44;F;4;College;Married;Less than $40K;Silver;37;1930;1052;16;0.179
6884;40;M;3;High School;Married;$40K - $60K;Blue;33;1001;975;11;0.145
13961;39;M;2;Uneducated;Single;$60K - $80K;Blue;36;1299;783;20;0.093
29801;42;M;4;High School;Married;$80K - $120K;Blue;30;1916;990;21;0.064
13219;54;M;3;High School;Married;$120K +;Blue;43;0;1097;24;0
2536;58;F;4;Unknown;Married;Less than $40K;Blue;46;0;901;35;0
9478;46;F;4;Graduate;Divorced;Less than $40K;Blue;36;820;1327;41;0.087
3502;47;F;4;Unknown;Divorced;$40K - $60K;Blue;34;1851;1814;31;0.529
10509;67;F;0;Unknown;Married;Unknown;Blue;56;2388;1365;34;0.227
1491;50;F;2;College;Divorced;Less than $40K;Blue;36;0;1058;34;0
9734;55;M;0;High School;Divorced;$60K - $80K;Blue;46;0;1476;38;0
2305;46;F;2;Graduate;Married;$40K - $60K;Blue;22;1627;1230;36;0.706
14241;47;F;4;Uneducated;Married;$40K - $60K;Blue;36;2081;1581;44;0.146
4789;36;F;2;Unknown;Married;$40K - $60K;Blue;25;1257;1534;29;0.262
23138;40;M;4;Doctorate;Divorced;$60K - $80K;Blue;34;1727;1612;39;0.075
23008;57;M;2;Unknown;Single;$80K - $120K;Blue;38;2280;1302;36;0.099
3131;48;M;1;Unknown;Divorced;$80K - $120K;Blue;36;2517;1439;40;0.804
5798;58;F;3;Graduate;Married;Less than $40K;Blue;53;1794;1724;45;0.309
6880;48;M;3;Graduate;Single;$40K - $60K;Blue;36;1390;1784;35;0.202
34516;48;M;3;Graduate;Unknown;$80K - $120K;Platinum;41;1531;1156;29;0.044
2075;53;F;2;College;Married;$40K - $60K;Blue;34;1469;2556;49;0.708
4589;50;M;2;Graduate;Married;$80K - $120K;Blue;44;0;1590;37;0
2317;52;F;1;Graduate;Single;Less than $40K;Blue;40;0;884;19;0
1981;53;F;2;Uneducated;Single;Less than $40K;Blue;45;1518;973;25;0.766
6038;56;F;1;Graduate;Single;$40K - $60K;Blue;47;0;1447;30;0
14910;44;M;5;Unknown;Single;$80K - $120K;Blue;32;877;1150;26;0.059
29659;49;M;3;High School;Married;$80K - $120K;Blue;39;1143;1193;21;0.039
4320;54;M;2;Graduate;Married;$60K - $80K;Blue;42;0;706;21;0
11213;39;F;1;Unknown;Single;$40K - $60K;Blue;36;0;1257;23;0
26181;39;F;3;Uneducated;Divorced;Unknown;Blue;29;0;1303;35;0
5773;41;F;4;High School;Single;Less than $40K;Blue;31;0;1306;39;0
4503;53;M;2;Uneducated;Married;$80K - $120K;Blue;36;0;748;20;0
29770;47;M;3;Uneducated;Married;$80K - $120K;Blue;36;1565;1774;42;0.053
5014;46;F;2;Post-Graduate;Married;Less than $40K;Blue;28;1910;1209;25;0.381
3445;53;F;1;High School;Married;Less than $40K;Blue;47;1074;1074;31;0.312
23412;60;M;1;Graduate;Married;$80K - $120K;Blue;50;1078;1786;50;0.046
3044;59;F;0;Graduate;Single;Less than $40K;Blue;46;1611;1456;36;0.529
14596;38;M;1;Unknown;Single;$60K - $80K;Blue;29;2192;1300;25;0.15
3864;56;M;4;Uneducated;Single;Less than $40K;Blue;36;1654;1470;42;0.428
17030;35;M;3;Post-Graduate;Unknown;$80K - $120K;Blue;29;1911;715;25;0.112
23090;50;M;3;Graduate;Single;$60K - $80K;Blue;44;839;1198;24;0.036
29205;53;M;2;Post-Graduate;Unknown;$80K - $120K;Blue;36;1208;1556;43;0.041
14035;63;M;2;Graduate;Married;$60K - $80K;Blue;49;2061;1606;30;0.147
2962;43;F;2;Uneducated;Single;Less than $40K;Blue;24;2517;929;31;0.85
18578;46;M;2;Unknown;Married;$80K - $120K;Blue;30;1385;1606;54;0.075
2201;61;M;1;Uneducated;Single;$60K - $80K;Blue;46;1138;1199;32;0.517
2061;37;F;0;Post-Graduate;Married;Less than $40K;Blue;25;1483;2400;60;0.72
24602;42;F;5;Doctorate;Married;Unknown;Blue;23;1660;1337;44;0.067
15911;41;M;2;Uneducated;Divorced;$120K +;Blue;29;896;1270;33;0.056
16867;56;M;2;College;Single;$120K +;Blue;50;0;654;14;0
2783;56;M;3;Graduate;Married;$60K - $80K;Blue;37;1526;1909;54;0.548
2972;52;F;3;Post-Graduate;Single;Less than $40K;Blue;47;0;922;25;0
5124;40;F;3;High School;Single;$40K - $60K;Blue;36;2235;1158;42;0.436
2880;63;M;1;Graduate;Married;$40K - $60K;Blue;53;2362;1323;26;0.82
5579;58;M;1;High School;Single;$40K - $60K;Blue;46;0;1025;35;0
12010;58;M;4;Unknown;Married;$60K - $80K;Blue;44;2149;1700;35;0.179
34516;46;M;2;Uneducated;Divorced;$80K - $120K;Blue;36;1597;1628;51;0.046
4394;37;F;1;Graduate;Married;$40K - $60K;Blue;29;885;1377;32;0.201
18325;46;M;4;Graduate;Single;$80K - $120K;Blue;35;723;1517;33;0.039
3773;46;F;4;Post-Graduate;Married;Less than $40K;Blue;37;1972;1528;25;0.523
21684;41;M;1;Graduate;Single;$80K - $120K;Blue;29;1748;1329;24;0.081
1919;48;F;3;High School;Divorced;$40K - $60K;Blue;40;774;1505;33;0.403
9995;49;F;3;Graduate;Single;$40K - $60K;Blue;33;1713;1172;38;0.171
11910;44;M;2;Graduate;Married;$80K - $120K;Blue;35;2098;1646;39;0.176
2279;39;F;3;College;Married;Less than $40K;Blue;36;1529;1693;32;0.671
3539;57;M;1;College;Single;$40K - $60K;Blue;48;0;1336;23;0
30579;48;M;3;High School;Married;$80K - $120K;Blue;36;1351;1289;19;0.044
24480;47;M;3;High School;Single;$80K - $120K;Blue;42;1923;1416;32;0.079
17561;56;F;1;Uneducated;Divorced;Unknown;Blue;52;0;1608;33;0
1638;54;F;0;College;Married;Less than $40K;Blue;40;0;1885;51;0
2947;54;M;1;Graduate;Married;$60K - $80K;Blue;36;2216;1744;53;0.752
5738;52;M;4;High School;Married;$80K - $120K;Blue;42;1112;1922;48;0.194
33304;43;M;4;Unknown;Unknown;$120K +;Blue;34;1833;1448;29;0.055
7251;59;M;1;College;Single;$40K - $60K;Blue;48;1603;1300;36;0.221
2885;44;M;1;Unknown;Married;Unknown;Blue;34;1895;1366;31;0.657
2641;56;F;1;College;Married;Less than $40K;Blue;36;1257;1439;39;0.476
2801;45;F;4;Graduate;Married;Unknown;Blue;35;2043;1241;46;0.729
16794;55;M;1;High School;Married;$80K - $120K;Blue;45;809;1917;33;0.048
9336;48;F;3;College;Divorced;$40K - $60K;Blue;41;1672;1391;39;0.179
2763;56;F;5;College;Single;Less than $40K;Blue;43;2517;1246;31;0.911
17391;41;M;3;Uneducated;Married;$60K - $80K;Blue;36;1044;1248;27;0.06
3198;65;F;1;High School;Married;Less than $40K;Blue;36;2493;1936;44;0.78
5100;34;M;4;Post-Graduate;Single;$80K - $120K;Blue;26;1786;2375;63;0.35
3955;56;M;3;Post-Graduate;Married;$60K - $80K;Blue;39;2517;1238;25;0.636
3140;62;F;1;High School;Married;Less than $40K;Blue;48;1985;1626;41;0.632
4028;45;F;3;Uneducated;Single;Unknown;Blue;36;710;791;22;0.176
2264;38;F;2;Uneducated;Single;Less than $40K;Blue;32;0;1204;28;0
21620;49;M;3;Unknown;Unknown;$120K +;Blue;44;2008;1300;33;0.093
6385;58;M;2;High School;Single;$60K - $80K;Blue;45;1535;1612;47;0.24
2375;41;F;4;Graduate;Single;$40K - $60K;Blue;31;1658;1071;28;0.698
1963;33;M;2;Graduate;Married;$60K - $80K;Blue;13;1721;1378;37;0.877
4256;47;F;4;College;Single;Less than $40K;Blue;37;1084;1100;29;0.255
5097;56;F;1;Graduate;Married;Less than $40K;Blue;49;1152;2052;45;0.226
3228;51;M;1;Graduate;Single;$60K - $80K;Blue;45;2517;1349;33;0.78
20231;49;M;1;Graduate;Unknown;$40K - $60K;Silver;41;977;1215;36;0.048
27512;50;M;1;Unknown;Single;$120K +;Blue;39;2137;1149;25;0.078
1929;55;F;3;Unknown;Married;$40K - $60K;Blue;47;1540;2354;50;0.798
2585;26;M;0;Graduate;Single;Less than $40K;Blue;13;2019;2644;40;0.781
12151;58;M;1;College;Married;$80K - $120K;Blue;47;1799;918;14;0.148
34516;46;M;3;High School;Single;$80K - $120K;Gold;42;2113;1362;31;0.061
34516;48;M;4;High School;Married;$120K +;Blue;31;1013;1222;37;0.029
5504;42;M;4;Uneducated;Divorced;$60K - $80K;Blue;32;0;1364;32;0
10021;37;M;4;Graduate;Married;$80K - $120K;Blue;28;1203;1463;40;0.12
3558;63;F;0;Unknown;Married;Less than $40K;Blue;49;2318;1631;31;0.651
19853;50;M;3;High School;Single;$40K - $60K;Silver;44;1513;1878;55;0.076
4969;41;F;1;High School;Single;$40K - $60K;Blue;31;838;1489;32;0.169
3117;48;F;3;Graduate;Divorced;Less than $40K;Blue;40;1603;1437;37;0.514
21526;46;M;2;College;Single;$80K - $120K;Blue;41;2332;1313;37;0.108
5504;61;M;0;High School;Single;$60K - $80K;Blue;51;1412;1290;38;0.257
5512;59;F;0;Unknown;Married;Less than $40K;Blue;53;1124;1975;49;0.204
1438.3;53;F;2;Doctorate;Married;Unknown;Blue;39;0;807;22;0
7262;39;F;3;Doctorate;Unknown;$40K - $60K;Blue;28;1466;1438;28;0.202
7319;51;M;3;High School;Married;$120K +;Blue;40;1692;1233;29;0.231
1438.3;45;M;2;Graduate;Married;$60K - $80K;Blue;25;0;709;27;0
7712;48;M;4;Unknown;Single;$60K - $80K;Blue;30;1387;1597;39;0.18
2053;47;M;1;Graduate;Married;$60K - $80K;Blue;37;0;1283;28;0
12804;41;M;2;High School;Married;$40K - $60K;Blue;32;2517;1101;37;0.197
26443;48;M;4;College;Married;$80K - $120K;Blue;36;1601;1593;36;0.061
3125;50;F;4;Graduate;Single;Less than $40K;Blue;36;1928;1631;46;0.617
4930;56;F;2;Post-Graduate;Married;Less than $40K;Blue;48;2259;2194;53;0.458
9476;39;F;2;College;Single;Less than $40K;Blue;36;0;1128;27;0
11722;47;M;1;Graduate;Married;$80K - $120K;Blue;37;1667;1497;35;0.142
13301;44;M;2;Graduate;Single;$120K +;Blue;33;0;1385;50;0
1438.3;61;F;1;Unknown;Married;Unknown;Blue;47;0;1449;27;0
1438.3;43;F;2;Post-Graduate;Married;Less than $40K;Blue;37;0;974;28;0
6705;59;M;1;High School;Married;$60K - $80K;Blue;36;0;731;18;0
22718;42;F;2;Uneducated;Married;Unknown;Blue;31;0;1191;37;0
23981;40;M;4;Unknown;Divorced;$40K - $60K;Gold;28;1788;1421;34;0.075
2318;65;M;2;Unknown;Married;Less than $40K;Blue;56;1010;1256;35;0.436
19324;48;M;1;College;Married;$60K - $80K;Blue;29;1040;1744;50;0.054
5331;44;M;2;Graduate;Single;$40K - $60K;Blue;34;1993;1766;39;0.374
15700;36;F;4;Unknown;Married;Unknown;Blue;31;1276;2229;48;0.081
17625;45;M;4;Graduate;Single;$60K - $80K;Blue;30;894;1773;39;0.051
17438;39;M;2;Graduate;Married;$80K - $120K;Blue;34;0;1860;37;0
1962;40;M;4;College;Unknown;$80K - $120K;Blue;25;0;1179;27;0
8077;62;M;0;High School;Married;$60K - $80K;Blue;56;0;906;16;0
3290;26;M;0;Graduate;Single;$40K - $60K;Blue;13;1616;2781;54;0.491
2402;60;M;0;Uneducated;Single;Less than $40K;Blue;53;1728;1650;53;0.719
9256;54;F;3;Doctorate;Single;Less than $40K;Blue;42;1999;1446;37;0.216
3674;62;M;0;Graduate;Married;$60K - $80K;Blue;36;895;1703;48;0.244
6462;57;M;2;College;Married;$40K - $60K;Blue;50;0;761;17;0
1638;59;M;0;Graduate;Single;$40K - $60K;Blue;48;0;1536;44;0
4335;46;M;4;Graduate;Single;$60K - $80K;Blue;38;2480;1373;36;0.572
3233;44;M;4;High School;Single;$60K - $80K;Blue;32;1034;1256;29;0.32
11862;48;M;4;Unknown;Single;$80K - $120K;Blue;36;2517;643;16;0.212
34516;43;M;2;Uneducated;Divorced;$120K +;Silver;24;1938;1215;45;0.056
19802;57;M;4;Uneducated;Married;$120K +;Blue;38;1961;2244;58;0.099
24869;46;M;3;College;Unknown;$80K - $120K;Blue;36;1729;1409;36;0.07
3624;40;M;3;High School;Unknown;$60K - $80K;Blue;36;1975;1469;23;0.545
6175;54;M;1;Unknown;Married;$80K - $120K;Blue;36;960;1847;59;0.155
10953;57;F;1;Graduate;Single;$40K - $60K;Blue;48;1945;1277;29;0.178
11338;44;M;4;Graduate;Married;$60K - $80K;Blue;28;0;1227;24;0
5544;47;F;2;Doctorate;Married;Less than $40K;Blue;35;1184;1336;38;0.214
19665;47;M;4;Doctorate;Married;$60K - $80K;Blue;36;706;1110;58;0.036
2927;50;F;2;High School;Married;Less than $40K;Blue;43;1412;1474;26;0.482
5146;53;F;3;College;Married;$40K - $60K;Blue;33;1618;1955;44;0.314
1704;56;M;1;College;Married;$60K - $80K;Blue;44;0;660;17;0
1438.3;55;M;1;High School;Married;$60K - $80K;Blue;46;0;888;18;0
2974;53;F;4;High School;Married;Less than $40K;Blue;36;1170;1785;45;0.393
5472;61;M;1;Unknown;Married;$40K - $60K;Blue;49;788;705;14;0.144
2736;57;M;2;High School;Married;$60K - $80K;Blue;38;1822;1211;25;0.666
1438.3;50;M;2;Graduate;Married;$80K - $120K;Blue;37;862;1391;40;0.599
5406;56;F;2;Unknown;Married;Unknown;Blue;45;1782;1407;29;0.33
34516;52;M;2;Graduate;Single;$120K +;Blue;44;2174;1616;50;0.063
1976;60;M;0;Graduate;Married;Less than $40K;Blue;36;1311;1498;43;0.663
8714;49;M;4;Uneducated;Married;$80K - $120K;Blue;40;2252;1536;38;0.258
8693;46;F;4;Doctorate;Divorced;Less than $40K;Blue;41;1378;1594;45;0.159
9247;42;M;1;Uneducated;Married;$80K - $120K;Blue;36;710;1190;30;0.077
7717;45;M;3;High School;Married;Less than $40K;Blue;33;1430;1248;37;0.185
4908;45;F;4;Uneducated;Married;Less than $40K;Blue;38;0;827;21;0
7222;44;F;3;Doctorate;Married;Less than $40K;Blue;38;0;920;18;0
21740;61;M;0;Uneducated;Single;$80K - $120K;Blue;48;0;1755;54;0
2323;55;M;3;Uneducated;Married;$60K - $80K;Blue;44;0;804;15;0
7788;44;M;4;Unknown;Divorced;$60K - $80K;Blue;29;0;1196;30;0
1438.3;55;F;1;Unknown;Married;Less than $40K;Blue;36;361;850;22;0.251
23700;57;M;2;Unknown;Married;$120K +;Blue;36;1314;1644;28;0.055
11710;45;M;2;Doctorate;Married;$80K - $120K;Blue;40;693;1749;50;0.059
2278;57;F;0;High School;Married;$40K - $60K;Blue;45;845;2307;45;0.371
4048;31;M;0;Uneducated;Married;$40K - $60K;Blue;22;1113;1757;45;0.275
3663;34;F;2;Graduate;Married;Less than $40K;Blue;24;1853;1826;35;0.506
1438.3;53;F;1;Graduate;Single;Less than $40K;Blue;36;0;799;17;0
3518;35;F;1;College;Single;Unknown;Blue;28;1575;2121;60;0.448
1717;44;F;4;Graduate;Married;Less than $40K;Blue;36;0;1468;29;0
16813;50;M;1;Graduate;Married;$80K - $120K;Blue;45;1185;1482;46;0.07
16434;33;M;3;Post-Graduate;Married;$80K - $120K;Blue;25;2104;1726;37;0.128
21872;50;M;3;Graduate;Single;$60K - $80K;Blue;45;1118;1806;31;0.051
15897;51;M;4;High School;Married;$80K - $120K;Blue;41;1437;1405;43;0.09
4271;56;F;4;Unknown;Married;Less than $40K;Blue;46;1150;2052;50;0.269
7361;55;F;3;Graduate;Single;Less than $40K;Blue;29;1309;1175;34;0.178
1438.3;26;M;0;College;Single;Less than $40K;Blue;36;479;1786;37;0.333
8628;42;F;3;Graduate;Married;Less than $40K;Blue;33;1077;1675;58;0.125
18750;54;M;2;College;Married;$80K - $120K;Blue;44;1705;1200;36;0.091
21242;44;F;3;Graduate;Married;Unknown;Blue;36;819;1283;37;0.039
2961;65;F;0;Graduate;Married;$40K - $60K;Blue;56;1570;1937;57;0.53
11327;38;F;3;High School;Married;Unknown;Blue;29;1528;2033;38;0.135
8308;58;M;3;High School;Married;$60K - $80K;Blue;40;2517;1915;37;0.303
3249;39;F;3;Post-Graduate;Married;$40K - $60K;Blue;28;2217;1988;36;0.682
2981;52;M;2;High School;Married;$120K +;Blue;36;1358;1648;30;0.456
8829;45;F;3;Graduate;Married;Less than $40K;Blue;31;901;1902;45;0.102
3714;42;M;3;Unknown;Single;$80K - $120K;Blue;33;2170;1454;35;0.584
7340;42;M;2;College;Married;$60K - $80K;Blue;28;0;838;24;0
16952;57;M;4;Post-Graduate;Married;$120K +;Blue;51;0;1918;61;0
20865;55;M;3;Doctorate;Single;$80K - $120K;Blue;35;0;837;25;0
3083;44;F;3;College;Unknown;Less than $40K;Blue;25;1040;4311;78;0.337
10584;37;F;3;Graduate;Married;Unknown;Blue;24;1550;1567;33;0.146
2240;50;F;3;Unknown;Married;Less than $40K;Blue;42;0;1905;39;0
12240;51;M;2;Graduate;Married;$40K - $60K;Blue;40;1566;1422;26;0.128
5120;37;M;1;Graduate;Married;$80K - $120K;Blue;21;0;1680;32;0
3124;36;F;2;Graduate;Married;Less than $40K;Blue;24;1593;1652;41;0.51
11261;51;F;2;High School;Married;Less than $40K;Silver;36;2485;1158;26;0.221
2468;65;M;1;Uneducated;Married;$40K - $60K;Blue;56;2021;1797;46;0.819
22157;43;M;2;College;Married;$60K - $80K;Blue;28;1355;1911;55;0.061
11477;46;M;3;Graduate;Married;$40K - $60K;Blue;32;0;1260;27;0
3933;43;F;2;Graduate;Married;Less than $40K;Blue;33;852;1489;45;0.217
8022;56;M;3;Graduate;Married;$80K - $120K;Blue;50;1372;1794;31;0.171
13771;43;M;3;Unknown;Single;$60K - $80K;Blue;34;2517;1510;42;0.183
30271;53;M;1;Graduate;Single;$80K - $120K;Blue;48;1406;3231;47;0.046
3244;50;M;2;High School;Unknown;$60K - $80K;Blue;41;1762;1274;32;0.543
2936;43;F;3;Graduate;Married;$40K - $60K;Blue;36;2379;1572;57;0.81
1438.3;54;M;3;High School;Married;$80K - $120K;Blue;36;1133;1935;41;0.788
6242;33;M;2;Unknown;Married;$60K - $80K;Blue;25;491;2187;59;0.079
6175;58;F;2;Uneducated;Married;$40K - $60K;Blue;49;1166;1417;25;0.189
11806;41;M;3;Graduate;Single;$80K - $120K;Blue;26;1811;1465;31;0.153
4734;48;M;3;Post-Graduate;Single;$60K - $80K;Blue;39;954;1570;45;0.202
6244;55;M;2;High School;Single;$40K - $60K;Blue;36;2517;1445;40;0.403
